seller_id,total_sales
7c67e1448b00f6e969d365cea6b010ab,151633.96
955fee9216a65b617aa5c0531780ce60,144805.53
1025f0e2d44d7041d6cf58b6550e0bfa,142253.17
4869f7a5dfa277a7dca6462dcf3b52b2,141400.9
7d13fca15225358621be4086e1eb0964,116192.18000000001
